Company Name,Job Title,Role,Salaries Reported,Location,Salary
Commvault,Data Engineer,Specialist,1,Bangalore,"₹14,10,268/yr"
Epsilon,Data Scientist,Specialist,1,Bangalore,"₹16,93,373/yr"
GetupForChange Services,Machine Learning Engineer,Specialist,1,Bangalore,"₹60,431/mo"
Orange Senior,Machine Learning Engineer,Specialist,1,New Delhi,"₹20,00,000/yr"
MyWays,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,99,068/yr"
American Express,Data Analyst,Specialist,8,New Delhi,"₹10,70,976/yr"
The MediaHolic,Machine Learning Engineer,Specialist,1,Mumbai,"₹9,06,601/yr"
Google,Machine Learning Engineer,Specialist,3,Bangalore,"₹12,44,206/yr"
Analyticscosm Machine Learning,Machine Learning Engineer,Specialist,1,Pune,₹83/hr
Kotak Mahindra,Data Scientist,Specialist,1,Pune,₹294/hr
,Data Analyst,Specialist,1,Pune,"₹2,82,000/yr"
Next Education India,Data Analyst,Specialist,2,Hyderabad,₹292/hr
HSBC Electronic Data Processing India,Data Scientist,Specialist,1,Bangalore,"₹16,22,364/yr"
AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,Specialist,1,Pune,₹682/hr
Adobe,Machine Learning Engineer,Specialist,2,New Delhi,"₹3,08,532/yr"
FIA Technology Services,Data Analyst,Specialist,2,New Delhi,"₹6,46,107/yr"
Santronix,Data Engineer,Manager,1,Pune,"₹5,75,843/yr"
Grab,Data Scientist,Specialist,1,Bangalore,"₹40,884/mo"
Honeywell,Data Analyst,Specialist,3,Pune,"₹3,62,590/yr"
Housing.com,Data Scientist,Specialist,2,New Delhi,"₹14,03,697/yr"
Kisan Forum,Data Analyst,Specialist,1,Pune,"₹35,262/mo"
Coriolis Technologies,Data Science,Specialist,3,Pune,"₹2,01,900/yr"
Arya.ai,Data Scientist,Manager,1,Mumbai,"₹1,70,745/mo"
Vsoft,Data Scientist,Specialist,1,Bangalore,"₹4,64,302/yr"
WE 4 IT Services,Data Engineer,Specialist,1,Hyderabad,"₹4,82,344/yr"
ParallelDots,Data Engineer,Specialist,1,New Delhi,"₹5,88,636/yr"
Innodatatics,Data Scientist,Specialist,1,Pune,"₹6,23,238/yr"
YouPlus,Data Scientist,Specialist,5,Bangalore,"₹1,15,771/mo"
Toastmasters International,Data Scientist,Specialist,1,Bangalore,"₹68,215/mo"
D2K Technologies India,Data Scientist,Specialist,1,Bangalore,"₹18,199/mo"
PwC,Data Engineer,Specialist,2,Mumbai,"₹89,797/mo"
Gramener,Data Scientist,Specialist,1,Hyderabad,"₹8,28,777/yr"
Snapdeal,Data Engineer,Specialist,1,New Delhi,"₹12,30,555/yr"
Yash Technologies,Data Scientist,Specialist,1,Pune,"₹20,54,972/yr"
KrazyBee,Data Analyst,Specialist,4,Bangalore,"₹8,48,548/yr"
noon,Data Scientist,Specialist,1,Bangalore,"₹6,08,387/yr"
Datametica,Data Scientist,Manager,1,Pune,"₹35,32,691/yr"
QUILT.AI,Data Scientist,Manager,1,Bangalore,"₹3,04,552/mo"
BDO,Data Scientist,Specialist,1,Mumbai,"₹7,90,515/yr"
Tribes.AI,Data Scientist,Specialist,1,Pune,"₹4,20,000/yr"
AXA GO Business Operations,Data Engineer,Manager,1,Pune,"₹2,002/hr"
ABC Consultants,Data Scientist,Specialist,1,Bangalore,"₹3,56,845/mo"
GeeksForGeeks,Machine Learning Engineer,Specialist,1,New Delhi,"₹6,69,115/yr"
TeamLease Staffing Solutions,Data Scientist,Manager,1,Bangalore,"₹17,90,214/yr"
Capgemini,Data Scientist,Specialist,28,Bangalore,"₹9,26,124/yr"
HCL Technologies,Data Engineer,Specialist,1,Pune,"₹30,14,651/yr"
Symbiosis Institute of Computer Studies and Research,Data Scientist,Specialist,1,Bangalore,"₹5,00,000/yr"
Fresher,Data Scientist,Manager,1,Hyderabad,₹719/hr
Sahaj Software Solutions,Data Scientist,Specialist,1,Bangalore,"₹9,04,403/yr"
Shogini Technoarts,Data Scientist,Specialist,1,Pune,"₹3,61,124/yr"
AlmaBetter,Data Scientist,Manager,1,Bangalore,"₹17,70,167/yr"
Kwantics,Machine Learning Engineer,Specialist,2,New Delhi,"₹6,64,388/yr"
Warpspd,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,02,934/yr"
Verificient Technologies,Data Analyst,Specialist,12,Pune,"₹1,55,256/yr"
CreditVidya,Machine Learning Engineer,Specialist,2,Hyderabad,"₹15,81,030/yr"
Fidelity Investments,Data Scientist,Specialist,9,Bangalore,"₹21,43,501/yr"
upGrad,Data Scientist,Specialist,3,Bangalore,"₹12,84,643/yr"
Tech Mahindra,Data Analyst,Manager,2,New Delhi,"₹9,36,368/yr"
XYZ (Turkey),Data Engineer,Specialist,1,Hyderabad,"₹1,417/hr"
Optum,Data Engineer,Specialist,3,New Delhi,"₹11,08,068/yr"
Anonymous Content,Machine Learning Engineer,Specialist,1,Bangalore,₹511/hr
Maxgen Technologies,Data Science,Specialist,1,Pune,"₹2,04,000/yr"
HCL Technologies,Data Scientist,Specialist,2,Hyderabad,"₹15,61,319/yr"
Innovative Business Solutions,Data Scientist,Specialist,2,New Delhi,₹388/hr
ecoInsight,Data Engineer,Specialist,1,Bangalore,"₹3,26,397/yr"
Ascentia.ai Solutions,Machine Learning Engineer,Manager,1,Hyderabad,"₹8,00,446/yr"
Quale Infotech,Machine Learning Engineer,Manager,1,New Delhi,"₹83,156/mo"
ValueMomentum,Data Scientist,Manager,1,Hyderabad,"₹1,82,835/mo"
VotaryTech,Data Analyst,Specialist,1,Hyderabad,"₹2,37,117/yr"
Big Data Science Research,Data Scientist,Specialist,1,Bangalore,"₹7,42,880/yr"
Apical Solutions,Machine Learning Engineer,Manager,1,Mumbai,"₹25,50,413/yr"
DBS Bank,Data Scientist,Specialist,1,Hyderabad,"₹7,26,468/yr"
subodh singh,Data Scientist,Specialist,1,Bangalore,"₹12,03,913/yr"
iTech Mission,Data Analyst,Specialist,3,New Delhi,₹192/hr
Kagool,Data Engineer,Specialist,1,Hyderabad,"₹3,21,876/yr"
Freelancer,Machine Learning Engineer,Specialist,1,Hyderabad,"₹6,16,428/yr"
Genpact,Data Analyst,Specialist,14,New Delhi,"₹5,25,749/yr"
PhonePe,Data Scientist,Specialist,1,Pune,"₹25,50,000/yr"
ZS Associates,Data Scientist,Specialist,10,Pune,"₹12,94,039/yr"
pion.ai,Data Scientist,Specialist,1,Bangalore,₹23/hr
Logic Technology,Machine Learning Engineer,Specialist,1,Mumbai,"₹5,40,000/yr"
Jigsaw Academy,Data Scientist,Specialist,1,Hyderabad,"₹5,03,667/yr"
IBM,Data Engineer,Specialist,3,Mumbai,"₹10,18,095/yr"
ArStudioz,Machine Learning Engineer,Specialist,1,New Delhi,₹193/hr
J.P. Morgan,Data Scientist,Specialist,4,Bangalore,"₹13,37,606/yr"
NTT DATA,Data Scientist,Specialist,3,Hyderabad,₹266/hr
Samsung R&D Institute India - Bangalore,Data Scientist,Specialist,2,Bangalore,"₹19,75,545/yr"
Yes Bank,Data Scientist,Specialist,1,Mumbai,"₹2,03,619/yr"
Ziafa Technologies,Data Scientist,Specialist,1,Bangalore,"₹5,71,859/yr"
Expert Freelancer Inc.,Data Scientist,Specialist,1,Pune,"₹5,53,419/yr"
EMPLOYERS,Data Scientist,Specialist,1,Hyderabad,"₹10,35,971/yr"
Fractal,Data Engineer,Specialist,1,Bangalore,₹252/hr
LUMIQ,Data Engineer,Manager,1,New Delhi,"₹11,22,975/yr"
Cognizant Technology Solutions,Data Scientist,Specialist,26,Bangalore,"₹7,36,708/yr"
PSL (India),Data Scientist,Specialist,1,Pune,"₹95,781/mo"
AIG,Data Analyst,Specialist,2,Mumbai,"₹11,87,386/yr"
Airpay,Data Analyst,Specialist,1,Mumbai,"₹74,346/mo"
Nobody Likes Onions,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,00,000/yr"
Elucidata (MA),Data Analyst,Specialist,3,New Delhi,"₹10,87,991/yr"
FDS,Data Engineer,Specialist,1,New Delhi,"₹12,00,000/yr"
Intel Corporation,Machine Learning Engineer,Specialist,4,Bangalore,"₹6,25,152/yr"
Battu Mohit,Machine Learning Engineer,Specialist,1,Hyderabad,"₹6,83,699/yr"
Loyalytics Consulting,Data Scientist,Specialist,2,Bangalore,"₹7,12,128/yr"
GlobusSoft,Data Scientist,Manager,1,Bangalore,"₹10,64,313/yr"
Boston Consulting Group,Data Scientist,Specialist,1,Bangalore,"₹8,72,604/yr"
Jio,Data Engineer,Specialist,3,Bangalore,"₹9,16,251/yr"
Yagna iQ,Data Scientist,Specialist,1,Pune,"₹2,34,060/yr"
ZettaMine Labs,Data Analyst,Specialist,1,Hyderabad,"₹3,38,792/yr"
Netcore Solutions,Data Engineer,Specialist,1,Mumbai,"₹16,12,324/yr"
M Farms,Machine Learning Engineer,Specialist,1,Hyderabad,"₹69,941/mo"
Paytm,Data Engineer,Manager,1,New Delhi,"₹33,53,185/yr"
Locobuzz,Data Scientist,Specialist,2,Mumbai,"₹8,35,493/yr"
Everyday Health Group,Data Scientist,Specialist,1,Bangalore,"₹18,49,758/yr"
Edwards Lifesciences,Data Engineer,Specialist,1,Mumbai,₹897/hr
Larsen & Toubro,Data Engineer,Manager,1,Hyderabad,"₹1,395/hr"
Unyscape Infocom,Data Analyst,Specialist,2,New Delhi,"₹30,846/mo"
Quantiphi Senior,Machine Learning Engineer,Specialist,1,New Delhi,"₹17,48,000/yr"
Nones,Data Analyst,Specialist,3,New Delhi,₹285/hr
MetLife,Data Scientist,Specialist,1,Pune,"₹4,17,954/yr"
ADP,Data Scientist,Specialist,3,Hyderabad,"₹12,00,000/yr"
WSP,Data Analyst,Specialist,3,New Delhi,"₹65,515/mo"
Wipro,Data Engineer,Specialist,1,Hyderabad,"₹6,04,401/yr"
Locobuzz,Data Scientist,Manager,1,Mumbai,"₹24,06,557/yr"
NTT DATA,Data Analyst,Manager,1,Hyderabad,₹643/hr
RCM Aeroservices,Data Analyst,Specialist,4,New Delhi,"₹2,50,644/yr"
Guavus,Data Scientist,Specialist,4,New Delhi,"₹15,31,036/yr"
Darshan Soft-Tech,Data Scientist,Manager,1,Bangalore,"₹8,42,449/yr"
Optum,Data Engineer,Specialist,3,Hyderabad,"₹8,80,575/yr"
SoCtronics,Data Scientist,Specialist,1,Hyderabad,"₹4,47,252/yr"
Virtusa,Data Analyst,Manager,1,Hyderabad,"₹5,17,207/mo"
Google,Data Scientist,Specialist,2,New Delhi,"₹42,253/mo"
Reliance Industries,Data Scientist,Specialist,1,Mumbai,"₹9,59,911/yr"
Apple,Machine Learning Engineer,Specialist,1,Bangalore,₹243/hr
NIT Jalandhar,Data Scientist,Specialist,1,Bangalore,"₹40,000/mo"
Infosys,Junior Data Scientist,Specialist,1,Pune,"₹10,38,730/yr"
Numerify,Data Scientist,Specialist,2,Bangalore,"₹25,30,666/yr"
Concentrix,Data Scientist,Specialist,3,New Delhi,"₹5,19,997/yr"
Eigenlytics,Data Scientist,Specialist,1,Bangalore,"₹2,56,932/yr"
Berkadia,Data Analyst,Specialist,1,Hyderabad,"₹2,07,194/yr"
RapidQuest Solutions,Machine Learning Engineer,Manager,1,Pune,₹173/hr
FreshersLive,Data Scientist,Specialist,1,Pune,"₹25,580/mo"
Searce,Data Scientist,Specialist,1,Bangalore,"₹6,01,957/yr"
Zen3 Infosolutions,Data Analyst,Specialist,5,Hyderabad,"₹5,00,000/yr"
IBM,Data Scientist,Specialist,1,Mumbai,"₹7,02,485/yr"
Nagarro,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,21,719/mo"
Nones Data Science,Data Science,Specialist,1,Pune,"₹4,00,000/yr"
eClerx,Data Scientist,Manager,1,Pune,"₹26,91,663/yr"
Shiv Nadar University,Data Scientist,Manager,1,Bangalore,"₹21,84,900/yr"
Walmart Global Tech,Data Scientist,Specialist,8,Bangalore,"₹22,67,616/yr"
KPIT Technologies,Data Science,Specialist,1,Pune,"₹1,80,000/yr"
Rajendra Finance,Data Analyst,Specialist,1,Mumbai,"₹5,02,442/yr"
Amazon,Machine Learning Engineer,Specialist,1,Bangalore,"₹15,07,325/yr"
Commonwealth Bank of Australia,Data Scientist,Specialist,1,Bangalore,"₹15,55,054/yr"
EY,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,333/hr"
Ignitarium Technology Solutions,Machine Learning Engineer,Specialist,3,Bangalore,"₹7,30,063/yr"
High Peak Software,Data Scientist,Specialist,1,Bangalore,"₹9,00,000/yr"
Rudder Analytics,Data Engineer,Specialist,1,Pune,"₹68,946/mo"
Cere Labs,Machine Learning Engineer,Manager,1,Mumbai,"₹77,798/mo"
Bajaj Allianz General Insurance Co,Data Analyst,Specialist,2,Pune,"₹41,074/mo"
Maxgen Technologies,Data Scientist,Specialist,1,Mumbai,"₹2,30,052/yr"
HCL Technologies,Data Analyst,Specialist,2,Hyderabad,"₹3,37,236/yr"
Lymbyc,Machine Learning Engineer,Specialist,1,Bangalore,"₹21,49,765/yr"
Interactions,Machine Learning Engineer,Specialist,1,Bangalore,"₹25,79,145/yr"
Continental,Machine Learning Engineer,Specialist,2,Bangalore,"₹49,093/mo"
Vodafone Idea,Data Scientist,Specialist,1,New Delhi,"₹5,37,441/yr"
Great Learning,Data Scientist,Specialist,2,Hyderabad,"₹7,77,837/yr"
Artis signature,Data Scientist,Specialist,1,Bangalore,"₹6,27,038/mo"
Internshala,Data Scientist,Specialist,1,Pune,"₹5,42,139/yr"
Webi7,Data Scientist,Specialist,1,Bangalore,"₹9,34,860/yr"
GreenPoint Global,Data Analyst,Specialist,2,Mumbai,"₹1,85,388/yr"
Unbxd,Data Analyst,Specialist,3,Bangalore,"₹7,12,308/yr"
Home Credit India,Data Analyst,Specialist,4,New Delhi,"₹30,254/mo"
BioXcel Corporation,Data Scientist,Specialist,1,Bangalore,"₹7,27,111/yr"
LTI Senior,Data Engineer,Specialist,12,Mumbai,"₹8,86,686/yr"
DataMites,Data Scientist,Specialist,2,Bangalore,"₹5,29,123/yr"
First Student,Machine Learning Engineer,Specialist,1,Hyderabad,"₹20,14,668/yr"
Travelex,Data Analyst,Specialist,6,Mumbai,"₹6,61,760/yr"
ProArch,Data Engineer,Specialist,1,Hyderabad,"₹12,51,537/yr"
Phenom,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,87,728/yr"
KYC Hub,Data Scientist,Manager,1,Bangalore,"₹6,40,508/yr"
Xenon Automotive,Data Scientist,Specialist,1,Bangalore,"₹4,25,088/yr"
GALYTIX,Data Analyst,Specialist,4,New Delhi,"₹6,23,148/yr"
Yatra Online Pvt Ltd,Data Analyst,Specialist,3,New Delhi,"₹5,64,648/yr"
Reputation,Data Engineer,Specialist,1,Hyderabad,"₹5,23,814/yr"
ZS Associates,Data Science Associate,Specialist,9,Pune,"₹12,03,913/yr"
Saksham Innovations,Data Analyst,Manager,1,Hyderabad,"₹5,66,629/yr"
HDFC Bank,Data Scientist,Specialist,3,Bangalore,"₹11,05,385/yr"
Dell Technologies,Data Scientist,Manager,1,Bangalore,"₹62,71,192/yr"
GoodWorkLabs Services,Data Scientist,Specialist,1,Bangalore,"₹11,24,063/yr"
Tata Consultancy Services,Data Engineer,Specialist,1,Hyderabad,"₹3,53,144/yr"
SAAS Staffing Solutions,Data Engineer,Specialist,1,Hyderabad,"₹4,29,214/yr"
Isourse Technologies,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,12,197/yr"
Apple,Data Scientist,Specialist,2,Bangalore,"₹8,57,370/yr"
Waqar Ahmed,Data Engineer,Specialist,1,New Delhi,"₹1,00,000/yr"
Machani Group,Machine Learning Engineer,Specialist,1,New Delhi,"₹3,02,688/yr"
Saama Technologies,Data Engineer,Manager,1,Pune,"₹16,74,934/yr"
Exzeo,Data Scientist,Specialist,3,New Delhi,"₹8,13,690/yr"
Tech Data,Data Engineer,Specialist,1,New Delhi,"₹3,61,764/yr"
AlmaBetter,Data Scientist,Specialist,2,Bangalore,"₹7,29,193/yr"
Goodwill,Data Scientist,Specialist,1,Pune,"₹1,44,000/yr"
Pitney Bowes,Data Scientist,Specialist,1,Pune,"₹7,55,000/yr"
Niama-Riesser,Data Scientist,Specialist,1,Bangalore,"₹2,51,393/yr"
Maxgen Technologies,Junior Data Scientist,Specialist,2,Pune,"₹1,71,948/yr"
TTEC,Data Engineer,Specialist,2,Hyderabad,"₹12,51,502/yr"
Deloitte,Data Scientist,Specialist,14,Bangalore,"₹11,24,939/yr"
AJIO,Data Scientist,Specialist,1,Bangalore,"₹1,80,000/yr"
Kira Systems,Data Engineer,Specialist,1,Pune,"₹6,00,000/yr"
Deloitte,Data Scientist,Specialist,4,Mumbai,"₹99,328/mo"
DataScientest,Data Scientist,Specialist,1,Bangalore,"₹49,11,480/yr"
Bloomberg L.P.,Data Analyst,Specialist,2,Mumbai,"₹16,68,864/yr"
Worley,Data Scientist,Specialist,1,Mumbai,"₹2,46,576/yr"
Srijan Technologies,Data Engineer,Specialist,1,New Delhi,"₹8,64,369/yr"
Adobe,Data Scientist,Specialist,2,New Delhi,"₹15,11,412/yr"
ValueLabs,Data Scientist,Manager,1,Hyderabad,"₹63,50,086/yr"
NatWest Group,Data Engineer,Specialist,4,New Delhi,"₹31,41,490/yr"
Concentrix,Data Scientist,Specialist,1,Pune,"₹34,68,540/yr"
GetupForChange Services,Data Scientist,Specialist,2,Bangalore,"₹6,81,696/yr"
Quidich Innovation Labs,Machine Learning Engineer,Manager,1,Pune,"₹3,59,410/yr"
HD FIRE PROTECT,Machine Learning Engineer,Specialist,1,Pune,"₹3,86,958/yr"
Capital One,Data Scientist,Specialist,1,Bangalore,"₹3,21,156/yr"
S&P Global,Data Analyst,Specialist,4,Hyderabad,₹311/hr
Bank of America,Data Engineer,Specialist,1,New Delhi,"₹15,07,325/yr"
DXC Technology,Data Scientist,Specialist,12,Bangalore,"₹99,527/mo"
Publicis Groupe,Data Scientist,Specialist,1,Mumbai,"₹56,115/mo"
Legato Health Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹14,00,000/yr"
Smartbridge Educational Services,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,08,408/yr"
IKEA,Data Engineer,Specialist,1,Hyderabad,"₹2,50,000/yr"
Target,Data Analyst,Specialist,3,Bangalore,"₹3,10,855/yr"
Tech Data,Data Scientist,Specialist,3,Bangalore,₹566/hr
Prescience,Data Scientist,Specialist,2,Bangalore,"₹14,37,318/yr"
ValueLabs,Data Analyst,Specialist,7,Hyderabad,"₹9,02,901/yr"
Team Computers,Data Engineer,Specialist,1,New Delhi,"₹35,256/mo"
Dun & Bradstreet,Data Engineer,Specialist,3,Hyderabad,"₹11,08,068/yr"
Honeywell,Data Engineer,Specialist,5,Bangalore,"₹8,54,490/yr"
Lam Research,Data Scientist,Specialist,1,Bangalore,"₹12,03,913/yr"
ConsultAdd,Data Engineer,Specialist,1,Pune,"₹1,00,000/mo"
Persistent Networks,Data Scientist,Specialist,1,Bangalore,"₹1,48,608/yr"
ABSAS Solutions,Data Scientist,Manager,1,New Delhi,"₹54,397/mo"
Jupiter Money,Data Scientist,Specialist,1,Bangalore,"₹19,26,965/yr"
Nones,Data Scientist,Specialist,4,Bangalore,"₹99,828/mo"
Starcom Information Technology,Data Scientist,Specialist,1,Bangalore,"₹7,73,836/yr"
Mobile Premier League,Data Engineer,Specialist,1,Pune,"₹18,16,155/yr"
K-Arogia Advisory Services,Data Scientist,Specialist,1,Bangalore,"₹3,13,464/yr"
CoreView Systems,Data Scientist,Specialist,1,Pune,"₹5,14,600/yr"
Mobile Programming,Machine Learning Engineer,Specialist,1,New Delhi,"₹3,65,568/yr"
Collinson,Data Analyst,Specialist,1,Mumbai,"₹51,582/mo"
Skit,Machine Learning Engineer,Manager,1,Bangalore,"₹2,82,896/mo"
Greenlight Planet,Data Analyst,Specialist,1,Mumbai,₹453/hr
HCL Technologies,Data Analyst,Manager,1,Hyderabad,"₹8,12,009/yr"
Tech Mahindra,Data Scientist,Specialist,1,Bangalore,"₹12,84,643/yr"
Tech Mahindra,Data Engineer,Specialist,6,Bangalore,"₹5,44,680/yr"
The Data Team,Data Scientist,Specialist,1,Bangalore,"₹53,851/mo"
DataKare Solutions,Data Engineer,Specialist,1,Hyderabad,"₹3,91,540/yr"
WNS,Data Analyst,Specialist,8,New Delhi,"₹7,26,809/yr"
IHS Markit,Data Analyst,Specialist,7,New Delhi,"₹6,21,583/yr"
Nielsen,Data Scientist,Specialist,1,Mumbai,"₹9,38,652/yr"
Suchir Softech,Machine Learning Engineer,Specialist,1,Hyderabad,"₹2,41,176/yr"
Mad Street Den Systems,Data Scientist,Manager,1,Bangalore,"₹17,79,823/yr"
Resolute AI Software,Machine Learning Engineer,Specialist,1,Mumbai,"₹1,20,000/yr"
Schlumberger,Data Science Lead,Manager,2,Pune,"₹40,68,310/yr"
Ubique Systems,Data Analyst,Manager,1,Pune,"₹25,02,677/yr"
Merkle,Data Scientist,Manager,1,Pune,"₹31,76,333/yr"
Mahindra,Data Scientist,Specialist,1,Pune,"₹9,05,000/yr"
Professional Data Analysts,Data Scientist,Manager,1,Bangalore,"₹61,49,242/yr"
Aon,Data Scientist,Specialist,1,New Delhi,"₹5,50,000/yr"
PwC,Data Scientist,Specialist,3,Mumbai,₹684/hr
Wenable Technologies,Data Analyst,Specialist,2,Hyderabad,"₹52,157/mo"
Nones,Data Analyst,Specialist,1,Mumbai,"₹10,000/mo"
Simple Intelligence,Machine Learning Engineer,Specialist,1,Bangalore,"₹12,08,796/yr"
Genpact,Data Analyst,Specialist,11,Bangalore,"₹3,08,214/yr"
Siemens,Data Scientist,Manager,1,Bangalore,"₹15,21,935/yr"
Rubixe,Data Scientist,Specialist,1,Bangalore,"₹3,71,436/yr"
Thoughtworks,Senior Data Scientist,Specialist,1,Pune,"₹36,54,010/yr"
AXA GO Business Operations,Data Scientist,Specialist,1,Bangalore,"₹1,23,111/mo"
CrowdANALYTIX,Data Scientist,Specialist,1,Bangalore,"₹7,50,000/yr"
HP Inc.,Data Engineer,Specialist,3,Bangalore,"₹8,70,216/yr"
Visteon,Data Scientist,Specialist,1,Pune,"₹24,11,749/yr"
Mercedes-Benz Research and Development India,Data Scientist,Manager,1,Mumbai,"₹31,38,155/yr"
The Smart Cube,Data Scientist,Specialist,1,Bangalore,"₹10,03,261/yr"
StoneX,Data Scientist,Specialist,1,Bangalore,"₹16,34,312/yr"
BOLD,Data Analyst,Specialist,4,New Delhi,"₹11,51,955/yr"
Taglr,Machine Learning Engineer,Manager,1,Mumbai,"₹12,38,746/yr"
SureIT Solutions,Data Engineer,Specialist,2,Hyderabad,"₹10,17,343/yr"
Edelweiss Financial Services,Data Scientist,Specialist,1,Mumbai,"₹15,04,836/yr"
Glorious Insights,Data Analyst,Manager,1,New Delhi,"₹23,68,636/yr"
Target,Data Engineer,Specialist,14,Bangalore,₹566/hr
Google,Data Analyst,Specialist,2,New Delhi,"₹6,19,354/yr"
Citicorp Services India,Data Scientist,Specialist,1,Bangalore,"₹10,83,371/yr"
Cloud Counselage,Data Scientist,Specialist,1,Pune,"₹1,29,240/yr"
CGI,Data Analyst,Manager,1,Bangalore,"₹16,22,261/yr"
Sears,Data Scientist,Specialist,1,Bangalore,"₹8,52,772/yr"
Samyak Software,Data Scientist,Specialist,1,Pune,"₹7,42,884/yr"
Axis Bank,Data Scientist,Specialist,3,Bangalore,"₹11,71,687/yr"
Market Pulse Technologies,Software Engineer - Machine Learning,Manager,1,Mumbai,"₹58,21,013/yr"
Naerial Consultancy,Data Engineer,Specialist,1,Mumbai,"₹10,42,947/yr"
NielsenIQ,Data Scientist,Specialist,1,Mumbai,"₹81,334/mo"
Beam Suntory,Data Engineer,Specialist,1,New Delhi,"₹14,78,425/yr"
Vi,Data Analyst,Specialist,1,Hyderabad,"₹7,78,606/yr"
Anonymous Content,Data Engineer,Manager,1,New Delhi,₹618/hr
PharmaACE,Data Scientist,Specialist,1,Pune,"₹7,00,000/yr"
Zeotap,Data Engineer,Specialist,3,Bangalore,"₹21,66,482/yr"
Ford Motor Company,Data Analyst,Specialist,3,New Delhi,"₹12,00,000/yr"
Fresher,Data Analyst,Manager,1,Mumbai,"₹8,70,111/yr"
Northcorp Software,Data Engineer,Specialist,1,New Delhi,"₹23,248/mo"
Quantiphi Senior,Machine Learning Engineer,Manager,1,New Delhi,"₹61,22,393/yr"
TEKsystems,Data Analyst,Manager,1,Bangalore,"₹17,80,168/yr"
Actiknow,Data Analyst,Specialist,4,New Delhi,"₹3,63,669/yr"
Deccan Infosystems,Data Scientist,Specialist,1,Bangalore,₹243/hr
ZS Associates Senior,Data Scientist,Specialist,4,Pune,"₹1,66,438/mo"
Samsung Electronics,Data Scientist,Specialist,1,New Delhi,"₹20,63,316/yr"
Accenture,Data Engineer,Manager,1,New Delhi,"₹31,75,314/yr"
Novartis,Data Engineer,Specialist,3,Hyderabad,"₹7,16,215/yr"
Softnautics,Machine Learning Engineer,Specialist,1,Pune,"₹7,13,664/yr"
IndiaLends,Data Engineer,Manager,1,New Delhi,₹543/hr
Info Edge,Data Analyst,Specialist,2,New Delhi,"₹6,08,075/yr"
Current,Data Engineer,Manager,1,Pune,"₹10,88,546/yr"
Coditation Systems,Data Engineer,Specialist,1,Pune,"₹8,06,162/yr"
ABCDEF,Data Analyst,Specialist,1,Hyderabad,"₹4,90,531/yr"
GrayMatter Software Services,Data Scientist,Specialist,1,Bangalore,"₹6,22,191/yr"
Robosoft Technologies,Data Scientist,Manager,1,Bangalore,"₹3,99,310/yr"
Magic9 Media Analytics,Data Analyst,Specialist,6,Mumbai,"₹4,96,241/yr"
BankBazaar,Data Scientist,Specialist,1,Bangalore,"₹10,22,786/yr"
iEnergizer,Data Analyst,Specialist,3,New Delhi,"₹3,32,016/yr"
Pisyst,Data Scientist,Specialist,1,Pune,"₹1,07,054/mo"
iNeuron,Machine Learning Engineer,Manager,1,Bangalore,"₹18,04,990/yr"
Aria Tech IT Solutions,Data Analyst,Manager,1,Hyderabad,₹774/hr
Tarah Technologies,Data Analyst,Specialist,2,Bangalore,"₹2,04,144/yr"
AIEnterprise,Data Scientist,Manager,1,Bangalore,"₹18,71,246/yr"
Marks & Spencer,Data Engineer,Specialist,1,New Delhi,"₹8,28,777/yr"
GE,Data Scientist,Specialist,2,Bangalore,"₹1,47,308/mo"
Johnson Controls,Data Scientist,Specialist,1,Pune,"₹38,952/mo"
Virtusa,Data Analyst,Specialist,2,Hyderabad,"₹1,88,777/mo"
Tvarit,Machine Learning Engineer,Specialist,1,Mumbai,"₹38,235/mo"
Johnson Controls,Data Scientist,Specialist,1,Pune,"₹85,57,632/yr"
Autodesk,Data Engineer,Specialist,3,Bangalore,"₹19,17,053/yr"
SalesKen,Data Scientist,Specialist,2,Bangalore,"₹10,39,792/yr"
VMware,Data Scientist,Specialist,2,Bangalore,"₹20,79,353/yr"
Accenture,Data Analyst,Specialist,23,Hyderabad,"₹4,79,366/yr"
XPO Logistics,Senior Data Scientist,Specialist,1,Pune,"₹27,16,704/yr"
Tech Mahindra,Data Engineer,Specialist,2,Hyderabad,"₹11,15,124/yr"
Datametica,Data Science,Specialist,1,Pune,"₹19,040/mo"
Blackbuck Insights,Data Engineer,Specialist,6,Bangalore,"₹6,04,706/yr"
American Express Global Business Travel,Data Analyst,Specialist,2,Bangalore,"₹7,57,692/yr"
Cognizant Softvision,Data Scientist,Specialist,1,Pune,"₹4,98,618/yr"
John Deere,Data Analyst,Specialist,2,Pune,"₹9,84,306/yr"
Amadeus,Data Scientist,Specialist,1,New Delhi,"₹1,96,500/yr"
Dynata,Data Analyst,Specialist,5,Hyderabad,"₹3,88,898/yr"
EVRY India,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,16,741/yr"
